project_id,client_age,client_gender,project_budget,project_duration,num_rooms,design_style,location,client_satisfaction,designer_experience,num_designers,material_quality,furniture_cost,lighting_cost,decor_cost,renovation_cost,project_completion_time,num_meetings,client_feedback,material_availability,designer_rating,project_rating,design_approval_time,issues_encountered,total_cost
1248,,Male,84747.0,20,5,Contemporary,Rural,1.0,2.0,3,Low,5671,8732,3766,42585,13,12,Negative,Scarce,4,2,5,Yes,76095.0
1249,40.0,Female,93791.0,15,5,Eclectic,Suburban,5.0,3.0,1,Medium,18549,5382,3326,39756,11,8,Negative,Not available,4,2,4,No,168669.0
1250,30.0,Male,32962.0,4,1,Traditional,Rural,10.0,12.0,3,High,11441,4892,7298,8509,4,9,Positive,Scarce,3,5,3,Yes,144779.0
1251,32.0,Other,89892.0,9,2,Contemporary,Urban,10.0,3.0,1,High,1414,4172,4557,23316,15,18,Neutral,Available,4,1,1,No,53943.0
1252,49.0,Other,90842.0,7,5,Modern,Urban,4.0,4.0,2,Low,16093,9991,3047,46617,22,11,Neutral,Scarce,3,1,2,No,114958.0
1253,42.0,Female,75533.0,19,3,Eclectic,Rural,7.0,6.0,3,Low,18488,7757,7571,12071,23,11,Negative,Available,5,4,4,Yes,199875.0
1254,,Other,61184.0,19,2,Minimalist,Suburban,9.0,12.0,1,Medium,3416,5211,6072,28742,11,15,Positive,Available,1,5,1,No,114575.0
1255,36.0,Other,,6,4,Eclectic,Rural,5.0,19.0,3,High,6611,6143,4562,47849,18,9,Negative,Not available,2,2,4,Yes,112643.0
1256,39.0,Female,15578.0,6,4,Traditional,Urban,4.0,10.0,3,Low,16231,659,4695,14228,16,3,Negative,Available,5,1,1,Yes,98555.0
1257,50.0,Other,23624.0,20,4,Eclectic,Urban,9.0,1.0,2,Low,9395,6438,6471,12614,10,17,Neutral,Scarce,5,1,2,No,93377.0
1258,50.0,Other,44194.0,15,4,Minimalist,Urban,5.0,17.0,4,Low,9260,1080,3795,11301,12,17,Positive,Available,4,3,5,No,90176.0
1259,56.0,Other,5389.0,15,3,Modern,Rural,9.0,16.0,3,Medium,13648,8911,4155,36549,13,3,Negative,Available,4,2,2,No,105898.0
1260,34.0,Male,72391.0,20,7,Contemporary,Urban,,9.0,2,Low,14342,8086,861,43851,9,19,Neutral,Not available,2,5,3,No,80276.0
1261,40.0,Female,18794.0,9,9,Traditional,Suburban,4.0,9.0,3,Medium,15210,4974,7326,12374,21,9,Negative,Scarce,1,1,4,Yes,121774.0
1262,,Female,63002.0,4,5,Minimalist,Rural,7.0,9.0,3,Medium,7833,7573,2503,35407,13,17,Negative,Available,5,5,5,Yes,139227.0
1263,41.0,Female,40531.0,18,4,Traditional,Rural,5.0,12.0,3,High,5752,5559,5743,47606,6,18,Positive,Not available,4,2,4,Yes,28572.0
1264,47.0,Male,57815.0,18,2,Eclectic,Urban,10.0,,3,High,12978,4828,3719,42741,6,15,Positive,Not available,5,2,1,Yes,195766.0
1265,50.0,Male,9986.0,5,2,Traditional,Urban,4.0,15.0,4,Medium,9727,1894,1444,14982,11,1,Positive,Scarce,1,1,3,Yes,71514.0
1266,45.0,Female,37298.0,20,5,Minimalist,Suburban,5.0,2.0,4,High,6023,1421,2999,32258,19,10,Negative,Not available,3,4,3,Yes,180915.0
1267,46.0,Male,6481.0,23,7,Contemporary,Rural,5.0,11.0,3,High,1982,3273,1851,46652,11,8,Positive,Available,1,5,4,No,89967.0
1268,31.0,Female,61408.0,11,9,Contemporary,Urban,9.0,11.0,3,Low,15305,4962,7264,11248,10,10,Neutral,Not available,5,5,3,Yes,40357.0
1269,38.0,Male,74267.0,5,7,Traditional,Suburban,9.0,8.0,2,High,17146,5076,4321,11515,23,2,Negative,Scarce,5,3,4,Yes,121694.0
1270,39.0,Other,21835.0,22,5,Modern,Urban,,6.0,2,Medium,18729,3934,860,36042,15,19,Positive,Scarce,2,2,1,No,159239.0
1271,31.0,Other,32798.0,4,6,Traditional,Rural,4.0,,1,High,12201,7233,1487,27809,13,14,Negative,Not available,5,2,1,No,76478.0
1272,33.0,Female,96649.0,12,3,Eclectic,Urban,,3.0,4,Low,17910,9810,3433,11830,23,8,Negative,Available,4,1,4,Yes,23983.0
1273,32.0,Male,69887.0,2,5,Contemporary,Rural,3.0,8.0,3,Medium,18314,2365,3711,36248,8,19,Neutral,Not available,2,1,2,Yes,40276.0
1274,47.0,Male,24477.0,13,8,Contemporary,Urban,2.0,18.0,4,High,19666,1224,1989,7799,5,1,Neutral,Scarce,5,1,2,No,181351.0
1275,53.0,Other,22266.0,10,1,Contemporary,Rural,5.0,17.0,2,Medium,19330,1211,4707,9547,2,16,Neutral,Not available,1,3,1,Yes,195555.0
1276,,Other,91328.0,9,1,Modern,Suburban,6.0,11.0,4,High,16365,8210,2723,32562,16,15,Negative,Not available,5,4,5,No,76451.0
1277,55.0,Male,90988.0,10,7,Modern,Rural,5.0,2.0,4,Low,11733,5580,1669,15328,13,5,Negative,Available,1,1,2,No,138117.0
1278,54.0,Male,48526.0,7,5,Minimalist,Suburban,2.0,19.0,3,High,11108,890,6593,13679,19,3,Neutral,Not available,1,1,4,No,94716.0
1279,63.0,Male,16889.0,4,5,Traditional,Rural,5.0,7.0,3,Medium,4360,9762,6307,22058,9,17,Negative,Available,5,1,1,Yes,111743.0
1280,59.0,Male,29335.0,19,1,Traditional,Suburban,9.0,,2,Medium,10785,4987,7028,33237,15,10,Neutral,Not available,1,3,3,Yes,47344.0
1281,42.0,Male,16254.0,10,9,Eclectic,Urban,4.0,8.0,3,Medium,9112,8616,880,47696,6,5,Neutral,Not available,3,5,3,No,14564.0
1282,63.0,Male,91610.0,3,1,Contemporary,Rural,10.0,14.0,2,High,17016,7247,1276,20906,8,11,Positive,Available,2,4,2,No,16105.0
1283,41.0,Female,16442.0,21,5,Modern,Urban,2.0,7.0,2,High,4625,6566,4572,44427,14,6,Neutral,Available,5,5,5,Yes,61754.0
1284,38.0,Male,51289.0,19,9,Eclectic,Suburban,3.0,4.0,1,High,6469,4994,6797,39872,5,4,Positive,Scarce,3,2,2,Yes,119069.0
1285,55.0,Other,58747.0,21,4,Eclectic,Rural,3.0,,1,Low,2223,4072,4909,17547,17,7,Neutral,Available,1,2,5,Yes,25056.0
1286,48.0,Female,42327.0,2,8,Modern,Rural,9.0,5.0,1,Low,8110,8269,2656,24306,22,19,Negative,Not available,1,1,2,No,
1287,59.0,Male,21199.0,20,6,Traditional,Urban,4.0,12.0,4,Low,10157,2811,418,29210,7,7,Positive,Scarce,2,5,3,No,118097.0
1288,58.0,Other,77827.0,10,3,Contemporary,Rural,1.0,9.0,1,Medium,14251,7273,1842,46693,9,14,Negative,Available,3,3,5,No,52689.0
1289,27.0,Female,5112.0,2,4,Traditional,Rural,1.0,13.0,3,Medium,5992,7405,5162,29239,16,17,Negative,Available,3,4,3,Yes,37135.0
1290,61.0,Other,92051.0,2,2,Eclectic,Urban,7.0,18.0,3,Medium,14646,4142,3343,28830,18,17,Neutral,Scarce,5,5,4,No,37812.0
1291,64.0,Male,24581.0,17,1,Contemporary,Rural,7.0,9.0,1,Medium,12870,6838,1272,4381,13,13,Neutral,Not available,1,5,4,No,121773.0
1292,50.0,Male,,16,8,Minimalist,Urban,2.0,4.0,4,Medium,5787,3109,1215,35832,18,1,Negative,Not available,4,4,1,No,158844.0
1293,,Male,97036.0,16,1,Eclectic,Urban,9.0,8.0,2,High,19756,6740,6921,40357,10,2,Neutral,Scarce,5,5,3,Yes,85957.0
1294,63.0,Male,21523.0,14,1,Traditional,Urban,9.0,1.0,4,Medium,12140,8306,1737,29841,1,18,Neutral,Not available,5,5,3,No,97652.0
1295,39.0,Female,71960.0,7,4,Traditional,Urban,5.0,17.0,4,High,4299,1257,886,8447,21,4,Neutral,Available,5,4,1,No,12775.0
1296,28.0,Female,24552.0,21,6,Traditional,Urban,3.0,9.0,2,Low,10360,5586,650,21368,18,13,Negative,Not available,2,3,4,Yes,59523.0
1297,,Other,15808.0,11,9,Modern,Suburban,3.0,13.0,2,Low,7451,6720,5925,21271,19,1,Positive,Available,2,4,4,No,146779.0
1298,46.0,Male,77525.0,1,1,Eclectic,Suburban,,2.0,2,Low,13941,6102,6638,1339,2,4,Positive,Not available,5,1,5,Yes,18372.0
1299,49.0,Other,28620.0,11,7,Contemporary,Urban,,13.0,3,Low,16993,9826,7654,20974,4,2,Negative,Available,4,1,5,Yes,111252.0
1300,37.0,Female,5887.0,23,5,Traditional,Suburban,4.0,,2,Low,15620,6621,5869,27509,11,4,Neutral,Scarce,3,1,4,No,197598.0
1301,42.0,Male,,21,8,Traditional,Suburban,8.0,6.0,2,Medium,19791,9456,4891,38898,3,16,Neutral,Available,3,1,2,Yes,70106.0
1302,57.0,Male,90024.0,4,7,Modern,Rural,5.0,1.0,4,Medium,14084,3225,2862,27221,9,4,Positive,Not available,1,2,3,No,58475.0
1303,40.0,Female,86938.0,7,4,Contemporary,Urban,,5.0,4,Medium,6027,3868,7139,28263,10,9,Negative,Available,3,3,5,Yes,126314.0
1304,26.0,Female,91741.0,15,4,Eclectic,Suburban,,,1,Low,5260,3997,2170,8733,2,17,Negative,Not available,3,2,2,No,133814.0
1305,59.0,Female,31049.0,18,6,Minimalist,Rural,,4.0,4,Low,5828,8674,572,46878,7,2,Neutral,Not available,4,5,5,Yes,128502.0
1306,58.0,Female,82789.0,12,6,Modern,Rural,6.0,1.0,2,High,9772,6142,3227,6049,15,3,Neutral,Available,3,5,1,Yes,62201.0
1307,54.0,Female,89526.0,17,9,Eclectic,Urban,1.0,14.0,3,Medium,10012,9274,6495,44086,19,15,Neutral,Not available,4,4,3,Yes,
1308,37.0,Male,12846.0,1,5,Minimalist,Urban,3.0,9.0,4,Low,9315,5266,4658,46401,10,7,Negative,Scarce,2,1,5,No,61243.0
1309,37.0,Female,95563.0,11,8,Traditional,Rural,10.0,4.0,4,Low,15259,5133,3739,22088,20,4,Positive,Not available,4,4,4,No,128364.0
1310,42.0,Male,51220.0,1,5,Traditional,Urban,5.0,18.0,2,Low,13631,2321,6576,16608,14,12,Negative,Scarce,2,5,1,No,80542.0
1311,56.0,Male,51163.0,15,2,Contemporary,Urban,10.0,,4,High,19258,1685,3341,1638,4,1,Negative,Scarce,4,1,1,Yes,170065.0
1312,56.0,Female,,21,6,Minimalist,Rural,7.0,4.0,4,Low,4123,2137,7692,8709,11,17,Negative,Not available,5,3,4,Yes,
1313,59.0,Female,86486.0,10,9,Traditional,Rural,10.0,10.0,2,High,5224,7736,6753,6143,3,4,Positive,Scarce,2,5,1,No,161426.0
1314,63.0,Male,,7,3,Traditional,Urban,8.0,,4,High,11977,8880,5992,2224,23,4,Neutral,Scarce,2,4,3,No,53637.0
1315,53.0,Female,80277.0,2,1,Contemporary,Suburban,9.0,7.0,3,Medium,15608,2246,4248,48234,17,9,Neutral,Available,3,4,5,Yes,124714.0
1316,53.0,Female,93278.0,10,1,Eclectic,Urban,,,1,Low,2210,6297,6459,49047,7,10,Negative,Scarce,2,5,1,Yes,131580.0
1317,40.0,Female,95239.0,4,3,Traditional,Suburban,9.0,13.0,4,High,10218,8589,2064,45870,11,19,Negative,Scarce,4,2,3,Yes,109002.0
1318,34.0,Other,27931.0,12,5,Modern,Rural,8.0,,3,Low,13453,3120,4590,38013,18,19,Positive,Scarce,5,3,4,No,140920.0
1319,,Male,,19,3,Modern,Suburban,9.0,18.0,4,Medium,6429,8097,6182,10741,14,15,Positive,Scarce,5,5,5,Yes,47673.0
1320,49.0,Other,60633.0,11,9,Eclectic,Rural,10.0,11.0,1,Medium,16210,8502,5862,23991,14,17,Neutral,Scarce,3,5,4,No,147855.0
1321,63.0,Female,85702.0,8,8,Minimalist,Urban,4.0,4.0,2,High,9689,6607,6746,41175,6,7,Negative,Not available,4,4,5,Yes,69694.0
1322,44.0,Other,56913.0,18,3,Contemporary,Urban,9.0,14.0,1,Medium,13721,9876,5467,27081,9,3,Positive,Scarce,4,1,1,No,116692.0
1323,29.0,Female,99776.0,11,9,Modern,Rural,7.0,18.0,4,Medium,10885,3293,2070,48558,22,5,Positive,Not available,1,1,1,Yes,197937.0
1324,25.0,Other,30991.0,11,6,Modern,Rural,5.0,8.0,1,Medium,9182,3000,5540,16642,3,16,Negative,Not available,2,1,5,Yes,58907.0
1325,54.0,Female,59845.0,13,7,Eclectic,Rural,5.0,10.0,1,Low,9916,8861,1822,10567,17,7,Negative,Not available,3,4,3,No,186741.0
1326,27.0,Other,60312.0,3,4,Minimalist,Urban,1.0,5.0,2,Low,1375,5425,1131,42627,12,16,Negative,Available,5,1,3,Yes,146996.0
1327,38.0,Other,15561.0,12,4,Minimalist,Urban,2.0,7.0,4,High,19070,1580,861,39536,4,9,Negative,Available,1,5,3,Yes,75178.0
1328,54.0,Other,21901.0,3,2,Eclectic,Suburban,10.0,12.0,1,High,6012,9955,3840,18399,20,1,Negative,Not available,4,2,2,Yes,75732.0
1329,28.0,Male,67875.0,10,5,Modern,Rural,3.0,3.0,1,Medium,17640,5364,4436,34103,16,3,Negative,Available,2,2,3,No,25152.0
1330,42.0,Other,30917.0,17,8,Contemporary,Suburban,8.0,4.0,2,Medium,1050,4953,1779,46721,10,8,Positive,Scarce,5,2,1,Yes,13072.0
1331,61.0,Male,67120.0,22,7,Modern,Urban,6.0,10.0,3,High,7590,2748,6977,16330,7,18,Negative,Not available,1,1,2,No,
1332,,Female,6988.0,2,7,Minimalist,Suburban,10.0,4.0,4,Medium,8437,1825,4766,17464,10,18,Neutral,Not available,4,2,3,Yes,
1333,25.0,Other,19256.0,17,6,Modern,Suburban,5.0,15.0,3,High,16162,4373,1505,3134,7,19,Negative,Not available,5,1,1,Yes,180759.0
1334,39.0,Female,92728.0,16,3,Contemporary,Urban,1.0,10.0,3,Low,17978,2188,6960,30662,23,7,Neutral,Available,5,5,2,No,26942.0
1335,33.0,Female,33230.0,2,5,Traditional,Urban,9.0,,2,Medium,14105,3485,956,1184,18,6,Neutral,Available,4,5,1,No,183489.0
1336,39.0,Other,,22,1,Modern,Rural,3.0,15.0,2,Medium,5731,2576,4240,31387,9,11,Neutral,Available,4,4,5,No,97379.0
1337,,Male,50833.0,20,7,Eclectic,Suburban,3.0,19.0,4,Medium,4873,1961,889,41824,22,5,Negative,Scarce,3,4,1,No,197331.0
1338,28.0,Other,27625.0,6,9,Traditional,Urban,2.0,19.0,3,Low,12628,572,4626,8263,18,12,Negative,Available,5,3,2,No,10490.0
1339,36.0,Female,37088.0,10,1,Eclectic,Urban,4.0,,1,Low,10264,6530,5204,14191,17,1,Neutral,Not available,4,5,3,No,
1340,61.0,Female,84650.0,10,2,Eclectic,Suburban,2.0,12.0,3,Medium,6748,5111,1671,4514,11,19,Negative,Available,1,1,2,Yes,185272.0
1341,61.0,Other,,8,3,Eclectic,Urban,9.0,16.0,2,High,2476,3296,4874,33734,1,11,Positive,Available,2,3,3,Yes,43684.0
1342,30.0,Male,76291.0,1,3,Modern,Rural,10.0,1.0,1,Low,9032,8217,5628,7077,17,15,Positive,Available,3,5,3,Yes,23894.0
1343,63.0,Male,70303.0,13,8,Minimalist,Rural,7.0,16.0,1,Medium,4020,5016,7118,36120,4,16,Positive,Available,4,1,4,Yes,166909.0
1344,48.0,Female,81361.0,9,7,Traditional,Suburban,8.0,2.0,2,Medium,13684,2993,4051,49484,4,3,Positive,Not available,2,5,5,No,114830.0
1345,35.0,Female,93229.0,22,6,Contemporary,Rural,,15.0,1,Low,11922,4731,6721,10500,14,11,Negative,Available,3,5,4,Yes,57812.0
1346,37.0,Male,9117.0,10,4,Minimalist,Urban,6.0,7.0,3,High,16386,4076,6168,15992,9,11,Neutral,Not available,5,1,2,Yes,192204.0
1347,58.0,Other,95265.0,15,9,Modern,Urban,10.0,1.0,2,Medium,9066,8600,4059,11133,13,10,Negative,Available,2,5,4,Yes,65161.0
1348,49.0,Female,65710.0,5,1,Eclectic,Urban,6.0,5.0,4,High,13089,6228,2400,7405,16,2,Positive,Scarce,3,5,3,No,24104.0
1349,31.0,Male,99426.0,22,2,Contemporary,Urban,1.0,10.0,2,High,14408,532,2184,31269,1,5,Negative,Scarce,4,5,2,No,
1350,28.0,Female,99876.0,16,4,Traditional,Suburban,6.0,4.0,4,Low,9167,4873,5429,17874,3,8,Negative,Not available,4,4,4,Yes,151212.0
1351,32.0,Other,72054.0,13,3,Minimalist,Rural,3.0,14.0,4,Medium,13816,4098,6158,32457,19,13,Positive,Not available,3,2,1,No,98272.0
1352,44.0,Male,35949.0,22,1,Minimalist,Rural,3.0,,2,Medium,3233,2892,1047,18085,8,15,Neutral,Scarce,5,5,5,Yes,128518.0
1353,53.0,Female,27547.0,20,5,Contemporary,Urban,3.0,1.0,2,High,9117,7205,763,36702,18,2,Negative,Scarce,3,1,1,No,13152.0
1354,34.0,Other,86882.0,18,7,Modern,Suburban,10.0,16.0,4,Low,15550,7290,1053,15347,6,12,Negative,Available,1,5,2,Yes,53486.0
1355,58.0,Female,73136.0,11,2,Traditional,Urban,10.0,9.0,4,Low,7359,3177,6236,14502,20,8,Positive,Scarce,3,4,4,No,107696.0
1356,,Other,69619.0,9,5,Contemporary,Urban,8.0,,1,Low,15364,1901,882,47479,6,19,Neutral,Not available,3,4,3,Yes,
1357,,Other,66842.0,16,6,Eclectic,Suburban,5.0,19.0,2,High,5197,1317,2505,14848,5,1,Positive,Not available,4,5,4,Yes,144738.0
1358,30.0,Male,99803.0,2,7,Traditional,Suburban,4.0,15.0,2,High,11293,6703,4414,23421,12,8,Positive,Scarce,5,3,2,No,39726.0
1359,29.0,Other,31990.0,2,1,Minimalist,Urban,9.0,14.0,1,Medium,10332,5062,4450,15426,9,10,Negative,Not available,3,2,2,No,109983.0
1360,29.0,Female,21193.0,12,7,Contemporary,Rural,9.0,10.0,2,Low,1615,5223,4327,5695,9,13,Neutral,Available,2,1,2,No,184761.0
1361,47.0,Other,,8,4,Minimalist,Urban,1.0,12.0,1,High,13844,2938,6146,49971,17,5,Positive,Available,4,1,2,No,182188.0
1362,33.0,Other,,9,8,Minimalist,Rural,2.0,1.0,1,Low,13401,7328,5116,16860,19,9,Negative,Scarce,4,1,4,Yes,110652.0
1363,59.0,Male,86730.0,12,4,Minimalist,Rural,8.0,17.0,2,High,18950,1710,7488,47865,17,10,Positive,Not available,3,1,1,Yes,76420.0
1364,,Other,39510.0,9,6,Modern,Suburban,5.0,9.0,3,Medium,10168,7141,3653,48404,22,14,Negative,Scarce,2,4,3,Yes,82848.0
1365,59.0,Other,6306.0,10,9,Minimalist,Suburban,7.0,19.0,4,Low,10508,1099,3108,26710,16,11,Neutral,Not available,3,2,3,Yes,128228.0
1366,42.0,Female,8849.0,2,5,Eclectic,Urban,1.0,,2,High,16554,5980,5959,26411,12,14,Positive,Not available,2,5,5,Yes,139892.0
1367,41.0,Male,17360.0,16,4,Eclectic,Rural,10.0,7.0,3,Low,3339,2346,7462,9843,3,3,Neutral,Not available,4,5,2,Yes,140394.0
1368,,Male,99767.0,20,8,Traditional,Rural,5.0,9.0,1,High,17246,7092,7884,32152,14,16,Neutral,Available,2,3,2,Yes,43235.0
1369,27.0,Male,50800.0,7,9,Minimalist,Urban,3.0,12.0,3,High,9109,8361,7251,16573,17,17,Negative,Not available,3,5,2,Yes,115629.0
1370,56.0,Other,41963.0,2,4,Minimalist,Urban,10.0,7.0,2,High,11288,2387,7166,39334,22,5,Positive,Available,1,2,1,No,108806.0
1371,59.0,Male,59330.0,1,3,Contemporary,Urban,2.0,14.0,2,Low,14317,1179,6728,31737,16,7,Positive,Not available,1,5,2,Yes,64961.0
1372,62.0,Other,56707.0,19,8,Modern,Suburban,2.0,15.0,3,High,17762,3752,3903,39767,21,17,Negative,Scarce,2,4,5,No,55356.0
1373,37.0,Other,23689.0,4,5,Traditional,Urban,9.0,15.0,2,Medium,4465,2335,5951,29256,12,11,Negative,Available,3,5,5,No,109753.0
1374,49.0,Female,34084.0,22,2,Minimalist,Urban,4.0,6.0,4,Low,19655,2677,6954,37634,2,12,Neutral,Available,5,1,1,No,29923.0
1375,33.0,Female,45387.0,2,9,Contemporary,Rural,4.0,14.0,3,Medium,18391,8642,4213,42705,8,2,Positive,Available,1,1,2,No,120891.0
1376,28.0,Female,79816.0,14,3,Modern,Urban,7.0,2.0,1,Medium,7800,648,7465,3002,12,19,Positive,Scarce,4,1,4,Yes,93478.0
1377,38.0,Female,7642.0,2,2,Traditional,Rural,10.0,8.0,3,Low,17493,1995,1719,17623,21,5,Negative,Available,3,1,4,No,38750.0
1378,61.0,Female,47137.0,15,1,Traditional,Rural,10.0,13.0,3,High,3771,2244,2467,42815,16,11,Negative,Scarce,3,4,3,Yes,
1379,58.0,Other,84832.0,12,8,Minimalist,Suburban,2.0,6.0,3,Medium,4883,2146,2444,49693,8,19,Negative,Not available,1,4,1,Yes,93448.0
1380,35.0,Other,60561.0,5,3,Traditional,Urban,,5.0,3,Low,3600,3495,2467,23251,16,7,Positive,Not available,5,4,4,No,133042.0
1381,27.0,Male,67260.0,20,7,Contemporary,Urban,3.0,5.0,1,High,6518,7143,1860,13707,10,6,Positive,Scarce,4,5,3,Yes,26983.0
1382,52.0,Other,20438.0,7,1,Traditional,Rural,6.0,1.0,1,Low,18389,7878,1476,25117,20,11,Neutral,Available,5,1,5,Yes,
1383,53.0,Other,53442.0,21,1,Eclectic,Suburban,3.0,9.0,1,Low,17689,9349,1568,23743,15,14,Negative,Available,4,3,3,No,
1384,33.0,Female,7994.0,10,9,Contemporary,Suburban,5.0,6.0,3,Low,16923,4167,6191,11790,4,4,Neutral,Scarce,1,3,2,No,141977.0
1385,27.0,Other,6813.0,14,8,Modern,Urban,,7.0,4,High,6701,9745,3887,49069,15,8,Positive,Not available,3,1,2,Yes,60483.0
1386,49.0,Female,98027.0,14,3,Modern,Rural,3.0,,4,Medium,1958,1076,6836,33620,4,9,Neutral,Scarce,4,2,5,Yes,30028.0
1387,58.0,Male,89381.0,5,6,Minimalist,Urban,8.0,5.0,1,Medium,8595,5279,1466,16596,11,2,Neutral,Available,3,5,1,Yes,188118.0
1388,36.0,Male,60276.0,18,3,Minimalist,Urban,10.0,14.0,4,Low,4538,8687,3875,31339,6,11,Neutral,Available,2,3,2,Yes,
1389,33.0,Other,46243.0,14,4,Eclectic,Urban,3.0,5.0,4,Low,19014,3472,3141,35121,4,7,Negative,Available,2,4,2,No,
1390,39.0,Male,67912.0,2,1,Modern,Urban,6.0,8.0,4,High,10983,8256,2170,43995,9,4,Positive,Available,1,2,3,No,
1391,64.0,Other,65272.0,12,5,Modern,Rural,7.0,7.0,4,Low,3603,4448,4229,49596,9,14,Negative,Not available,1,4,3,No,148133.0
1392,49.0,Male,47051.0,22,1,Modern,Suburban,,,4,Low,14467,7044,2567,42446,3,1,Neutral,Not available,1,2,3,No,54253.0
1393,29.0,Female,83854.0,6,1,Modern,Urban,2.0,13.0,2,Low,1205,2545,3186,46678,23,12,Negative,Not available,2,2,4,Yes,131934.0
1394,35.0,Female,87736.0,4,7,Traditional,Urban,3.0,8.0,1,Medium,13442,2127,459,21698,5,19,Positive,Available,4,5,5,No,94354.0
1395,58.0,Female,,13,6,Contemporary,Urban,,11.0,3,Low,6691,1988,7543,40632,15,5,Positive,Available,5,4,1,Yes,49667.0
1396,48.0,Female,6920.0,4,2,Contemporary,Urban,,18.0,4,Medium,7141,9627,2958,15716,9,8,Neutral,Available,1,4,3,Yes,63796.0
1397,39.0,Other,82219.0,22,2,Eclectic,Suburban,4.0,19.0,2,High,7728,4063,4063,31806,2,11,Neutral,Scarce,5,3,1,No,99898.0
1398,62.0,Male,81872.0,14,7,Traditional,Suburban,,6.0,3,High,7030,2302,5034,18868,3,4,Negative,Available,5,1,3,Yes,117042.0
1399,32.0,Other,86132.0,16,1,Modern,Suburban,2.0,2.0,2,Medium,17562,4091,1355,48918,21,15,Positive,Not available,2,1,2,Yes,69065.0
1400,29.0,Female,,4,2,Modern,Suburban,3.0,13.0,4,Medium,14383,4020,7220,32130,12,12,Positive,Not available,4,3,1,Yes,
1401,50.0,Other,17905.0,1,8,Minimalist,Urban,7.0,11.0,4,Medium,17496,6396,633,7125,16,10,Negative,Not available,2,2,4,No,35638.0
1402,42.0,Male,29351.0,13,6,Minimalist,Rural,7.0,1.0,4,Medium,9948,8143,3896,42972,5,16,Positive,Scarce,1,3,3,Yes,87455.0
1403,30.0,Other,35981.0,4,2,Eclectic,Suburban,10.0,2.0,4,Low,10088,7541,7907,36115,10,8,Neutral,Not available,2,3,5,Yes,159956.0
1404,,Male,78903.0,20,7,Modern,Suburban,3.0,17.0,3,Medium,15214,3811,1191,48511,15,8,Neutral,Scarce,2,4,2,Yes,166769.0
1405,37.0,Other,75821.0,18,4,Eclectic,Urban,,8.0,3,Medium,9977,2805,3287,37476,14,6,Negative,Scarce,2,3,3,Yes,88620.0
1406,52.0,Male,87289.0,6,2,Traditional,Urban,3.0,2.0,2,Medium,2803,8375,6412,30046,14,3,Negative,Scarce,1,2,1,No,129343.0
1407,29.0,Male,89021.0,3,6,Contemporary,Urban,5.0,6.0,1,Low,16389,2467,4747,23760,23,8,Negative,Available,1,1,3,No,12114.0
1408,37.0,Female,83513.0,23,9,Modern,Urban,7.0,5.0,4,Low,19682,8509,1662,11114,13,10,Neutral,Available,2,5,2,Yes,35550.0
1409,41.0,Male,24874.0,13,9,Traditional,Rural,4.0,16.0,2,Low,13270,5962,1225,1637,16,5,Negative,Not available,2,3,5,Yes,143541.0
1410,,Female,55931.0,16,8,Modern,Rural,1.0,8.0,2,High,2542,7397,5819,39634,8,11,Positive,Not available,5,3,5,Yes,183843.0
1411,56.0,Female,12674.0,5,3,Minimalist,Suburban,6.0,19.0,2,Low,8259,3958,2743,24177,8,4,Negative,Scarce,4,4,5,No,11492.0
1412,53.0,Female,55516.0,4,3,Eclectic,Rural,2.0,16.0,4,Medium,13400,9085,7669,36776,17,17,Positive,Available,5,4,2,No,6971.0
1413,27.0,Other,99574.0,21,2,Minimalist,Suburban,3.0,13.0,4,Low,13546,5278,2877,24600,17,3,Neutral,Not available,4,3,3,Yes,182422.0
1414,64.0,Other,65686.0,8,5,Contemporary,Suburban,4.0,7.0,2,Low,3154,4230,4280,17251,3,18,Positive,Not available,4,3,2,Yes,145716.0
1415,58.0,Other,99851.0,19,4,Minimalist,Rural,6.0,16.0,4,Medium,9766,4865,7560,27809,1,8,Positive,Available,2,2,2,No,69194.0
1416,64.0,Other,74212.0,14,7,Modern,Suburban,6.0,16.0,2,Low,16749,8047,2705,24756,17,12,Positive,Scarce,5,1,3,Yes,106959.0
1417,51.0,Male,7426.0,7,4,Minimalist,Urban,7.0,12.0,3,High,12230,527,1719,39368,16,16,Neutral,Not available,4,1,4,No,118646.0
1418,37.0,Male,95009.0,14,9,Modern,Suburban,,14.0,4,Low,18765,3991,3175,12649,17,14,Positive,Not available,4,5,5,Yes,148606.0
1419,57.0,Other,73498.0,6,2,Contemporary,Urban,7.0,18.0,3,High,6902,6923,359,12366,2,16,Positive,Available,1,1,1,Yes,148840.0
1420,30.0,Male,34943.0,12,6,Minimalist,Rural,2.0,,1,High,2222,5801,2824,12880,14,4,Negative,Available,4,5,1,Yes,27625.0
1421,48.0,Male,71395.0,16,7,Eclectic,Rural,1.0,16.0,4,High,2501,6660,4097,18783,7,1,Negative,Scarce,2,4,3,Yes,33660.0
1422,43.0,Female,49816.0,17,4,Eclectic,Suburban,10.0,16.0,1,Medium,10050,1673,2959,23226,19,1,Negative,Scarce,3,5,1,No,25032.0
1423,40.0,Female,9138.0,13,6,Eclectic,Urban,,13.0,2,Low,17208,838,4396,42209,1,15,Positive,Not available,1,5,4,No,173964.0
